gridcode,month,date,mean,stdDev,standard_error,count
0,2022_06,2022-06-01,107.72069396366291,7.399066672101538,0.2703560121802997,749
1,2022_06,2022-06-01,107.64453571899091,7.655335029641718,0.052290491025514675,21433
2,2022_06,2022-06-01,106.81816793133656,8.249642388437652,0.050761503687262614,26412
3,2022_06,2022-06-01,105.37376454852684,8.633416945911343,0.05590343882266211,23850
0,2022_07,2022-07-01,161.32262755781287,10.271367233563891,0.37530759053384866,749
1,2022_07,2022-07-01,161.625795046466,10.864511776674455,0.07421107676607885,21433
2,2022_07,2022-07-01,160.80911743113816,11.233913272768493,0.06912424844224338,26412
3,2022_07,2022-07-01,160.7639860105073,11.827581404854644,0.07658641736276657,23850
0,2022_08,2022-08-01,147.22758648942022,10.678877644162217,0.39019769686938566,749
1,2022_08,2022-08-01,147.56860694470396,10.191093337647207,0.06961122833279369,21433
2,2022_08,2022-08-01,147.74961723240597,10.208502176955548,0.06281471323208423,26412
3,2022_08,2022-08-01,147.6673975248848,9.88600897714168,0.06401427169756475,23850
0,2022_09,2022-09-01,83.19780422359212,8.795268198275865,0.32137210563433083,749
1,2022_09,2022-09-01,83.1954859104114,8.021755206195435,0.05479335874841123,21433
2,2022_09,2022-09-01,84.49185321823775,7.934967326197041,0.04882525256508016,26412
3,2022_09,2022-09-01,83.8213684045041,7.270087926316499,0.04707555747283637,23850
0,2022_10,2022-10-01,54.04493967759763,8.684748918091783,0.3173338190255255,749
1,2022_10,2022-10-01,54.47267777854034,6.933730087616441,0.04736150011932493,21433
2,2022_10,2022-10-01,55.35585628138334,6.530108654866602,0.040180909541827195,26412
3,2022_10,2022-10-01,55.037441595281614,6.219172603628381,0.04027062950309243,23850
0,2022_11,2022-11-01,19.871364653243816,3.518035959219522,0.13003035065190724,732
1,2022_11,2022-11-01,18.818814638136974,3.553669194683642,0.02446910678507979,21092
2,2022_11,2022-11-01,18.551118303851293,3.7413296963709595,0.023305150924984783,25772
3,2022_11,2022-11-01,18.006776964326175,3.724553392418576,0.02456378421883045,22991
0,2022_12,2022-12-01,8.260994984177541,1.7275949779550703,0.0648354841970367,710
1,2022_12,2022-12-01,8.281116526078478,2.14703603034382,0.015502166220318803,19182
2,2022_12,2022-12-01,8.317259437362534,2.2211244260771896,0.01473076865013594,22735
3,2022_12,2022-12-01,8.321730231777408,2.3123768143718744,0.017089379486577516,18309
0,2023_01,2023-01-01,14.787685183200027,3.1208756100300254,0.11679583429795833,714
1,2023_01,2023-01-01,14.75418080387617,3.513274830641249,0.02492436597199634,19869
2,2023_01,2023-01-01,14.96481621216743,3.6372644518962693,0.023693648507362438,23566
3,2023_01,2023-01-01,14.51800551750372,3.678954811723406,0.026620679643366302,19099
0,2023_02,2023-02-01,22.96268721322824,5.728635784079044,0.21529531664889423,708
1,2023_02,2023-02-01,22.58381849290049,6.158292458305586,0.04377502878892655,19791
2,2023_02,2023-02-01,23.015624194095697,6.3460028385833125,0.04143556695076326,23456
3,2023_02,2023-02-01,21.878851477000453,6.391892511842368,0.04633996665247839,19026
0,2023_03,2023-03-01,34.71568347221908,5.421923799900644,0.20625970201950894,691
1,2023_03,2023-03-01,33.48073108073292,5.601833217847494,0.039761325946055213,19849
2,2023_03,2023-03-01,33.34739678831043,5.821694307519497,0.037848720729458496,23659
